postcode,locality,state
7140,TARRALEAH,TAS
4702,TARRAMBA,QLD
4715,TARRAMBA,QLD
3414,TARRANYURK,VIC
3971,TARRAVILLE,VIC
2518,TARRAWANNA,NSW
3775,TARRAWARRA,VIC
4868,TARRAWARRA,QLD
3678,TARRAWINGEE,VIC
3315,TARRAYOUKYAN,VIC
3463,TARRENGOWER,VIC
3315,TARRENLEA,VIC
2390,TARRIARO,NSW
3301,TARRINGTON,VIC
2322,TARRO,NSW
3283,TARRONE,VIC
3956,TARWIN,VIC
3871,TARWIN EAST,VIC
3956,TARWIN LOWER,VIC
6391,TARWONGA,WA
4885,TARZALI,QLD
2250,TASCOTT,NSW
7001,TASMAN ISLAND,TAS
5171,TATACHILLA,SA
2471,TATHAM,NSW
2550,TATHRA,NSW
3673,TATONG,VIC
2650,TATTON,NSW
3616,TATURA,VIC
3616,TATURA EAST,VIC
3378,TATYOON,VIC
4674,TAUNTON,QLD
5235,TAUNTON,SA
3697,TAWONGA,VIC
3698,TAWONGA SOUTH,VIC
7259,TAYENE,TAS
2913,TAYLOR,ACT
3713,TAYLOR BAY,VIC
2010,TAYLOR SQUARE,NSW
2447,TAYLORS ARM,NSW
2316,TAYLORS BEACH,NSW
4850,TAYLORS BEACH,QLD
2586,TAYLORS FLAT,NSW
3037,TAYLORS HILL,VIC
3038,TAYLORS LAKES,VIC
2107,TAYLORS POINT,NSW
5330,TAYLORVILLE,SA
5330,TAYLORVILLE STATION,SA
4740,TE KOWAI,QLD
2324,TEA GARDENS,NSW
7017,TEA TREE,TAS
5091,TEA TREE GULLY,SA
5238,TEAL FLAT,SA
3579,TEAL POINT,VIC
3160,TECOMA,VIC
4650,TEDDINGTON,QLD
3525,TEDDYWADDY,VIC
3527,TEDDYWADDY,VIC
3525,TEDDYWADDY WEST,VIC
3527,TEDDYWADDY WEST,VIC
4620,TEEBAR,QLD
4306,TEELAH,QLD
4314,TEELAH,QLD
4423,TEELBA,QLD
3328,TEESDALE,VIC
6213,TEESDALE,WA
4565,TEEWAH,QLD
3401,TELANGATUK EAST,VIC
2320,TELARAH,NSW
2441,TELEGRAPH POINT,NSW
872,TELEGRAPH STATION,NT
6762,TELFER,WA
3730,TELFORD,VIC
4680,TELINA,QLD
4740,TELINA HEIGHTS,QLD
7264,TELITA,TAS
4630,TELLEBANG,QLD
2117,TELOPEA,NSW
3420,TELOPEA DOWNS,VIC
5540,TELOWIE,SA
2440,TEMAGOG,NSW
7330,TEMMA,TAS
2666,TEMORA,NSW
2044,TEMPE,NSW
5371,TEMPLERS,SA
3106,TEMPLESTOWE,VIC
3107,TEMPLESTOWE LOWER,VIC
4310,TEMPLIN,QLD
3489,TEMPY,VIC
2250,TEN MILE HOLLOW,NSW
2323,TENAMBIT,NSW
2824,TENANDRA,NSW
3984,TENBY POINT,VIC
4005,TENERIFFE,QLD
6632,TENINDEWA,WA
860,TENNANT CREEK,NT
861,TENNANT CREEK,NT
862,TENNANT CREEK,NT
2754,TENNYSON,NSW
3572,TENNYSON,VIC
4105,TENNYSON,QLD
5022,TENNYSON,SA
2111,TENNYSON POINT,NSW
2371,TENT HILL,NSW
2365,TENTERDEN,NSW
6322,TENTERDEN,WA
2372,TENTERFIELD,NSW
5440,TEPCO STATION,SA
5254,TEPKO,SA
2284,TERALBA,NSW
3264,TERANG,VIC
2480,TERANIA CREEK,NSW
2540,TERARA,NSW
2829,TERIDGERIE,NSW
5072,TERINGIE,SA
3719,TERIP TERIP,VIC
2539,TERMEIL,NSW
5421,TEROWIE,SA
2818,TERRABELLA,NSW
2831,TERRABELLA,NSW
2474,TERRACE CREEK,NSW
2484,TERRAGON,NSW
2830,TERRAMUNGAMINE,NSW
2486,TERRANORA,NSW
3525,TERRAPPEE,VIC
2422,TERREEL,NSW
2084,TERREY HILLS,NSW
4387,TERRICA,QLD
3575,TERRICK TERRICK,VIC
3573,TERRICK TERRICK EAST,VIC
2260,TERRIGAL,NSW
2400,TERRY HIE HIE,NSW
3260,TESBURY,VIC
3821,TETOORA ROAD,VIC
2478,TEVEN,NSW
4309,TEVIOTVILLE,QLD
4565,TEWANTIN,QLD
2449,TEWINGA,NSW
7321,TEWKESBURY,TAS
4385,TEXAS,QLD
4670,THABEBAN,QLD
4306,THAGOONA,QLD
2397,THALABA,NSW
2583,THALABA,NSW
2350,THALGARRAH,NSW
3527,THALIA,VIC
4497,THALLON,QLD
3825,THALLOO,VIC
3825,THALOO,VIC
822,THAMARRURR,NT
4370,THANE,QLD
4370,THANES CREEK,QLD
872,THANGKENHARENGE,NT
4716,THANGOOL,QLD
2680,THARBOGANG,NSW
4492,THARGOMINDAH,QLD
2620,THARWA,ACT
2620,THE ANGLE,NSW
2108,THE BASIN,NSW
2365,THE BASIN,NSW
3154,THE BASIN,VIC
2429,THE BIGHT,NSW
4340,THE BLUFF,QLD
4355,THE BLUFF,QLD
2425,THE BRANCH,NSW
2630,THE BROTHERS,NSW
4816,THE CAPE,QLD
4702,THE CAVES,QLD
2480,THE CHANNON,NSW
4701,THE COMMON,QLD
3268,THE COVE,VIC
4570,THE DAWN,QLD
2758,THE DEVILS WILDERNESS,NSW
4650,THE DIMONDS,QLD
2261,THE ENTRANCE,NSW
2261,THE ENTRANCE NORTH,NSW
4373,THE FALLS,QLD
3864,THE FINGERBOARD,VIC
2466,THE FRESHWATER,NSW
870,THE GAP,NT
2472,THE GAP,NSW
2650,THE GAP,NSW
4061,THE GAP,QLD
4825,THE GAP,QLD
5271,THE GAP,SA
820,THE GARDENS,NT
7216,THE GARDENS,TAS
4702,THE GEMFIELDS,QLD
2476,THE GLEN,NSW
4370,THE GLEN,QLD
4051,THE GRANGE,QLD
2729,THE GROVE,NSW
2365,THE GULF,NSW
2371,THE GULF,NSW
4406,THE GUMS,QLD
3984,THE GURDIES,VIC
2444,THE HATCH,NSW
4373,THE HEAD,QLD
3851,THE HEART,VIC
4370,THE HERMITAGE,QLD
2300,THE HILL,NSW
3851,THE HONEYSUCKLES,VIC
2291,THE JUNCTION,NSW
4700,THE KEPPELS,QLD
2795,THE LAGOON,NSW
6556,THE LAKES,WA
4740,THE LEAP,QLD
5095,THE LEVELS,SA
4625,THE LIMITS,QLD
2831,THE MARRA,NSW
2787,THE MEADOWS,NSW
4714,THE MINE,QLD
4825,THE MONUMENT,QLD
820,THE NARROWS,NT
4695,THE NARROWS,QLD
2570,THE OAKS,NSW
4570,THE PALMS,QLD
3792,THE PATCH,VIC
4707,THE PERCY GROUP,QLD
2388,THE PILLIGA,NSW
3109,THE PINES,VIC
4357,THE PINES,QLD
5575,THE PINES,SA
5577,THE PINES,SA
2460,THE PINNACLES,NSW
6237,THE PLAINS,WA
2483,THE POCKET,NSW
5254,THE POINT,SA
2769,THE PONDS,NSW
4700,THE RANGE,QLD
5172,THE RANGE,SA
2620,THE RIDGEWAY,NSW
2474,THE RISK,NSW
2655,THE ROCK,NSW
2000,THE ROCKS,NSW
2795,THE ROCKS,NSW
2463,THE SANDON,NSW
2372,THE SCRUB,NSW
3561,THE SETTLEMENT,VIC
2866,THE SHADES,NSW
3265,THE SISTERS,VIC
2754,THE SLOPES,NSW
6167,THE SPECTACLES,WA
4217,THE SPIT,QLD
4377,THE SUMMIT,QLD
2875,THE TROFFS,NSW
5005,THE UNIVERSITY OF ADELAIDE,SA
2006,THE UNIVERSITY OF SYDNEY,NSW
2715,THE VALE,NSW
6069,THE VINES,WA
2460,THE WHITEMAN,NSW
5031,THEBARTON,SA
4570,THEEBINE,QLD
2905,THEODORE,ACT
4719,THEODORE,QLD
2469,THERESA CREEK,NSW
4721,THERESA CREEK,QLD
2570,THERESA PARK,NSW
5690,THEVENARD,SA
6711,THEVENARD ISLAND,WA
4650,THINOOMBA,QLD
2583,THIRD CREEK,NSW
2347,THIRLDENE,NSW
2572,THIRLMERE,NSW
2347,THIRLOENE,NSW
7307,THIRLSTANE,TAS
2515,THIRROUL,NSW
3691,THOLOGOLONG,VIC
5554,THOMAS PLAIN,SA
5554,THOMAS PLAINS,SA
3074,THOMASTOWN,VIC
5501,THOMPSON BEACH,SA
4103,THOMPSON ESTATE,QLD
4702,THOMPSON POINT,QLD
3219,THOMSON,VIC
3825,THOMSON,VIC
6239,THOMSON BROOK,WA
3726,THOONA,VIC
4800,THOOPARA,QLD
2454,THORA,NSW
4871,THORNBOROUGH,QLD
3071,THORNBURY,VIC
4380,THORNDALE,QLD
4158,THORNESIDE,QLD
5082,THORNGATE,SA
3335,THORNHILL PARK,VIC
4164,THORNLANDS,QLD
5280,THORNLEA,SA
2120,THORNLEIGH,NSW
6108,THORNLIE,WA
6988,THORNLIE,WA
2322,THORNTON,NSW
3712,THORNTON,VIC
4341,THORNTON,QLD
4873,THORNTON BEACH,QLD
4352,THORNVILLE,QLD
3835,THORPDALE,VIC
3824,THORPDALE SOUTH,VIC
3707,THOWGLA VALLEY,VIC
2625,THREDBO,NSW
2625,THREDBO VILLAGE,NSW
3797,THREE BRIDGES,VIC
5432,THREE CREEKS,SA
7330,THREE HUMMOCK ISLAND,TAS
4630,THREE MOON,QLD
4824,THREE RIVERS,QLD
6519,THREE SPRINGS,WA
862,THREE WAYS,NT
5552,THRINGTON,SA
2914,THROSBY,ACT
6401,THROSSELL,WA
2444,THRUMSTER,NSW
2594,THUDDUNGRA,NSW
2732,THULE,NSW
4376,THULIMBAH,QLD
2447,THUMB CREEK,NSW
2640,THURGOONA,NSW
4817,THURINGOWA CENTRAL,QLD
4814,THURINGOWA DC,QLD
5717,THURLGA,SA
4875,THURSDAY ISLAND,QLD
2731,THYRA,NSW
872,TI TREE,NT
2622,TIANJARA,NSW
4650,TIARO,QLD
5607,TIATUKIA,SA
2422,TIBBUC,NSW
7120,TIBERIAS,TAS
2880,TIBOOBURRA,NSW
6532,TIBRADDEN,WA
2870,TICHBORNE,NSW
2850,TICHULAR,NSW
5555,TICKERA,SA
3960,TIDAL RIVER,VIC
5571,TIDDY WIDDY BEACH,SA
4709,TIERI,QLD
872,TIEYON,SA
2297,TIGHES HILL,NSW
5440,TIKALINA,SA
2400,TIKITERE,NSW
2546,TILBA TILBA,NSW
2350,TILBUSTER,NSW
2420,TILLEGRA,NSW
5275,TILLEY SWAMP,SA
2319,TILLIGERRY CREEK,NSW
2840,TILPA,NSW
2372,TIMBARRA,NSW
3885,TIMBARRA,VIC
852,TIMBER CREEK,NT
4740,TIMBERLANDS,QLD
2551,TIMBILLICA,NSW
3268,TIMBOON,VIC
3268,TIMBOON WEST,VIC
2340,TIMBUMBURI,NSW
3561,TIMMERING,VIC
2338,TIMOR,NSW
3465,TIMOR,VIC
3465,TIMOR WEST,VIC
4580,TIN CAN BAY,QLD
3859,TINAMBA,VIC
3859,TINAMBA WEST,VIC
4650,TINANA,QLD
4650,TINANA SOUTH,QLD
4872,TINAROO,QLD
4563,TINBEERWAH,QLD
6361,TINCURRIN,WA
853,TINDAL,NT
853,TINDAL RAAF,NT
2835,TINDAREY,NSW
7054,TINDERBOX,TAS
2620,TINDERRY,NSW
4173,TINGALPA,QLD
4173,TINGALPA BC,QLD
4173,TINGALPA DC,QLD
2369,TINGHA,NSW
2290,TINGIRA HEIGHTS,NSW
6333,TINGLEDALE,WA
4608,TINGOORA,QLD
4455,TINGUN,QLD
4650,TINNANBAR,QLD
2430,TINONEE,NSW
2546,TINPOT,NSW
3708,TINTALDRA,VIC
2478,TINTENBAR,NSW
5266,TINTINARA,SA
2352,TINTINHULL,NSW
2428,TIONA,NSW
822,TIPPERARY,NT
2429,TIPPERARY,NSW
4405,TIPTON,QLD
2424,TIRI,NSW
2580,TIRRANNAVILLE,NSW
4671,TIRROAN,QLD
2422,TITAATEE CREEK,NSW
872,TITJIKALA,NT
3542,TITTYBONG,VIC
3542,TITYBONG,VIC
822,TIVENDALE,NT
4305,TIVOLI,QLD
810,TIWI,NT
822,TIWI ISLANDS,NT
872,TJIRRKARLI,WA
872,TJUKURLA,WA
2421,TOCAL,NSW
4730,TOCAL,QLD
2714,TOCUMWAL,NSW
5734,TODMORDEN,SA
7030,TODS CORNER,TAS
4702,TOGARA,QLD
7330,TOGARI,TAS
7301,TOIBERRY,TAS
4829,TOKO,QLD
3549,TOL TOL,VIC
2629,TOLBAR,NSW
5256,TOLDEROL,SA
4882,TOLGA,QLD
4820,TOLL,QLD
2650,TOLLAND,NSW
7007,TOLMANS HILL,TAS
3723,TOLMIE,VIC
2622,TOLWONG,NSW
3707,TOM GROGGIN,VIC
6751,TOM PRICE,WA
2322,TOMAGO,NSW
7262,TOMAHAWK,TAS
2537,TOMAKIN,NSW
2337,TOMALLA,NSW
2633,TOMBONG,NSW
2622,TOMBOYE,NSW
2540,TOMERONG,NSW
2484,TOMEWIN,NSW
2869,TOMINGLEY,NSW
2470,TOMKI,NSW
2446,TOMS CREEK,NSW
2817,TONDERBURINE,NSW
2828,TONDERBURINE,NSW
6244,TONEBRIDGE,WA
3621,TONGALA,VIC
7260,TONGANAH,TAS
2527,TONGARRA,NSW
3890,TONGHI CREEK,VIC
3896,TONGIO,VIC
3815,TONIMBUK,VIC
5042,TONSLEY,SA
3401,TOOAN,VIC
3409,TOOAN,VIC
4850,TOOBANNA,QLD
4498,TOOBEAH,QLD
3522,TOOBORAC,VIC
6566,TOODYAY,WA
2864,TOOGONG,NSW
4313,TOOGOOLAWAH,QLD
4655,TOOGOOM,QLD
4818,TOOLAKEA,QLD
3614,TOOLAMBA,VIC
3614,TOOLAMBA WEST,VIC
3616,TOOLAMBA WEST,VIC
3777,TOOLANGI,VIC
4570,TOOLARA,QLD
4570,TOOLARA FOREST,QLD
4370,TOOLBURRA,QLD
3337,TOOLERN VALE,VIC
2736,TOOLEYBUC,NSW
6312,TOOLIBIN,WA
5607,TOOLIGIE,SA
2534,TOOLIJOOA,NSW
3551,TOOLLEEN,VIC
3860,TOOLOME,VIC
3401,TOOLONDO,VIC
3285,TOOLONG,VIC
6532,TOOLONGA,WA
4680,TOOLOOA,QLD
2475,TOOLOOM,NSW
2829,TOOLOON,NSW
2642,TOOMA,NSW
3825,TOOMBON,VIC
4012,TOOMBUL,QLD
6336,TOOMPUP,WA
7209,TOOMS LAKE,TAS
4816,TOOMULLA,QLD
4625,TOONDAHRA,QLD
2146,TOONGABBIE,NSW
3856,TOONGABBIE,VIC
2146,TOONGABBIE EAST,NSW
2830,TOONGI,NSW
4816,TOONPAN,QLD
2474,TOONUMBAR,NSW
5255,TOOPERANG,SA
3962,TOORA,VIC
5253,TOORA,SA
3962,TOORA NORTH,VIC
3980,TOORADIN,VIC
3142,TOORAK,VIC
5065,TOORAK GARDENS,SA
2734,TOORANIE,NSW
2817,TOORAWEENAH,NSW
2831,TOORAWEENAH,NSW
4510,TOORBUL,QLD
3909,TOORLOO ARM,VIC
2452,TOORMINA,NSW
3146,TOORONGA,VIC
3833,TOORONGO,VIC
2440,TOOROOKA,NSW
5607,TOOTENILLA,SA
3941,TOOTGAROOK,VIC
2550,TOOTHDALE,NSW
2655,TOOTOOL,NSW
4066,TOOWONG,QLD
4066,TOOWONG BC,QLD
4066,TOOWONG DC,QLD
4350,TOOWOOMBA,QLD
4350,TOOWOOMBA BC,QLD
4350,TOOWOOMBA CITY,QLD
4350,TOOWOOMBA DC,QLD
4350,TOOWOOMBA EAST,QLD
4352,TOOWOOMBA MC,QLD
4350,TOOWOOMBA SOUTH,QLD
4350,TOOWOOMBA VILLAGE FAIR,QLD
4350,TOOWOOMBA WEST,QLD
2261,TOOWOON BAY,NSW
2701,TOOYAL,NSW
4350,TOP CAMP,QLD
2620,TOP NAAS,ACT
852,TOP SPRINGS,NT
4885,TOPAZ,QLD
2423,TOPI TOPI,NSW
4662,TORBANLEA,QLD
6330,TORBAY,WA
6330,TORNDIRRUP,WA
2283,TORONTO,NSW
3228,TORQUAY,VIC
4655,TORQUAY,QLD
2607,TORRENS,ACT
4816,TORRENS CREEK,QLD
5015,TORRENS ISLAND,SA
5062,TORRENS PARK,SA
5203,TORRENS VALE,SA
5031,TORRENSVILLE,SA
5031,TORRENSVILLE PLAZA,SA
2371,TORRINGTON,NSW
4350,TORRINGTON,QLD
3490,TORRITA,VIC
3562,TORRUMBARRY,VIC
2358,TORRYBURN,NSW
2421,TORRYBURN,NSW
822,TORTILLA FLATS,NT
3821,TORWOOD,VIC
4066,TORWOOD,QLD
3888,TOSTAREE,VIC
5413,TOTHILL BELT,SA
5413,TOTHILL CREEK,SA
2850,TOTNES VALLEY,NSW
5250,TOTNESS,SA
2873,TOTTENHAM,NSW
3012,TOTTENHAM,VIC
3477,TOTTINGTON,VIC
3478,TOTTINGTON,VIC
2622,TOUGA,NSW
2263,TOUKLEY,NSW
3363,TOURELLO,VIC
2800,TOWAC,NSW
2460,TOWALLUM,NSW
2550,TOWAMBA,NSW
3596,TOWAN,VIC
3527,TOWANINNY,VIC
3527,TOWANINNY SOUTH,VIC
4560,TOWEN MOUNTAIN,QLD
3283,TOWER HILL,VIC
4820,TOWERS HILL,QLD
5353,TOWITTA,SA
4810,TOWN COMMON,QLD
2463,TOWNSEND,NSW
6311,TOWNSENDALE,WA
4341,TOWNSON,QLD
4810,TOWNSVILLE,QLD
4810,TOWNSVILLE CITY,QLD
4810,TOWNSVILLE DC,QLD
4810,TOWNSVILLE MC,QLD
4813,TOWNSVILLE MILPO,QLD
4810,TOWNSVILLE WEST,QLD
4825,TOWNVIEW,QLD
3707,TOWONG,VIC
3707,TOWONG UPPER,VIC
2518,TOWRADGI,NSW
2580,TOWRANG,NSW
3824,TRAFALGAR,VIC
6431,TRAFALGAR,WA
3824,TRAFALGAR EAST,VIC
3824,TRAFALGAR SOUTH,VIC
3579,TRAGOWEL,VIC
2806,TRAJERE,NSW
2620,TRALEE,NSW
2823,TRANGIE,NSW
5073,TRANMERE,SA
7018,TRANMERE,TAS
5073,TRANMERE NORTH,SA
3844,TRARALGON,VIC
3844,TRARALGON EAST,VIC
3844,TRARALGON SOUTH,VIC
3032,TRAVANCORE,VIC
7250,TRAVELLERS REST,TAS
4570,TRAVESTON,QLD
3373,TRAWALLA,VIC
3660,TRAWOOL,VIC
6488,TRAYNING,WA
3477,TRAYNORS LAGOON,VIC
3478,TRAYNORS LAGOON,VIC
4850,TREBONNE,QLD
6164,TREEBY,WA
6284,TREETON,WA
2480,TREGEAGLE,NSW
2770,TREGEAR,NSW
4370,TREGONY,QLD
3785,TREMONT,VIC
7263,TRENAH,TAS
2460,TRENAYR,NSW
6333,TRENT,WA
3458,TRENTHAM,VIC
2738,TRENTHAM CLIFFS,NSW
3458,TRENTHAM EAST,VIC
3583,TRESCO,VIC
3584,TRESCO WEST,VIC
2421,TREVALLYN,NSW
7250,TREVALLYN,TAS
2869,TREWILGA,NSW
7190,TRIABUNNA,TAS
7469,TRIAL HARBOUR,TAS
2850,TRIAMBLE,NSW
2795,TRIANGLE FLAT,NSW
2878,TRIDA,NSW
3953,TRIDA,VIC
6029,TRIGG,WA
6244,TRIGWELL,WA
6393,TRIGWELL,WA
5279,TRIHI,SA
4114,TRINDER PARK,QLD
4879,TRINITY BEACH,QLD
5068,TRINITY GARDENS,SA
4879,TRINITY PARK,QLD
5158,TROTT PARK,SA
4714,TROTTER CREEK,QLD
7330,TROWUTTA,TAS
2830,TROY JUNCTION,NSW
3029,TRUGANINA,VIC
4874,TRUNDING,QLD
2875,TRUNDLE,NSW
2666,TRUNGLEY HALL,NSW
2795,TRUNKEY,NSW
2795,TRUNKEY CREEK,NSW
5356,TRURO,SA
2472,TRUSTUMS HILL,NSW
4650,TUAN,QLD
4650,TUAN FOREST,QLD
6060,TUART HILL,WA
6937,TUART HILL,WA
6938,TUART HILL,WA
6939,TUART HILL,WA
6940,TUART HILL,WA
2365,TUBBAMURRA,NSW
2594,TUBBUL,NSW
3888,TUBBUT,VIC
2462,TUCABIA,NSW
4570,TUCHEKOI,QLD
4411,TUCKERANG,QLD
2480,TUCKI TUCKI,NSW
2477,TUCKOMBIL,NSW
2480,TUCKURIMBA,NSW
2734,TUELOGA,NSW
4490,TUEN,QLD
2583,TUENA,NSW
3915,TUERONG,VIC
2259,TUGGERAH,NSW
2900,TUGGERANONG,ACT
2901,TUGGERANONG DC,ACT
2259,TUGGERAWONG,NSW
2422,TUGRABAKH,NSW
7310,TUGRAH,TAS
4224,TUGUN,QLD
4224,TUGUN HEIGHTS,QLD
7260,TULENDEENA,TAS
5607,TULKA,SA
5607,TULKA NORTH,SA
3384,TULKARA,VIC
3478,TULKARA,VIC
7321,TULLAH,TAS
2732,TULLAKOOL,NSW
3043,TULLAMARINE,VIC
2874,TULLAMORE,NSW
2540,TULLARWALLA,NSW
2480,TULLERA,NSW
2669,TULLIBIGEAL,NSW
2527,TULLIMBAR,NSW
2400,TULLOONA,NSW
4854,TULLY,QLD
4854,TULLY HEADS,QLD
2463,TULLYMORGAN,NSW
2653,TUMBARUMBA,NSW
2261,TUMBI UMBI,NSW
822,TUMBLING WATERS,NT
2729,TUMBLONG,NSW
2490,TUMBULGUM,NSW
5605,TUMBY BAY,SA
4352,TUMMAVILLE,QLD
2720,TUMORRAMA,NSW
4888,TUMOULIN,QLD
2720,TUMUT,NSW
2720,TUMUT PLAINS,NSW
7120,TUNBRIDGE,TAS
2480,TUNCESTER,NSW
2428,TUNCURRY,NSW
3728,TUNGAMAH,VIC
4702,TUNGAMULL,QLD
5236,TUNGKILLO,SA
2469,TUNGLEBUNG,NSW
2371,TUNGSTEN,NSW
5203,TUNKALILLA,SA
7120,TUNNACK,TAS
7254,TUNNEL,TAS
3109,TUNSTALL SQUARE PO,VIC
2480,TUNTABLE CREEK,NSW
2480,TUNTABLE FALLS,NSW
2714,TUPPAL,NSW
2548,TURA BEACH,NSW
4357,TURALLIN,QLD
2850,TURILL,NSW
4678,TURKEY BEACH,QLD
6426,TURKEY HILL,WA
2537,TURLINJAH,NSW
2612,TURNER,ACT
7315,TURNERS BEACH,TAS
2440,TURNERS FLAT,NSW
7267,TURNERS MARSH,TAS
3546,TUROAR,VIC
2795,TURONDALE,NSW
2630,TUROSS,NSW
2537,TUROSS HEAD,NSW
2074,TURRAMURRA,NSW
2390,TURRAWAN,NSW
4742,TURRAWULLA,QLD
2205,TURRELLA,NSW
3488,TURRIFF,VIC
3488,TURRIFF EAST,VIC
3960,TURTONS CREEK,VIC
2650,TURVEY PARK,NSW
5065,TUSMORE,SA
6280,TUTUNUP,WA
3490,TUTYE,VIC
2485,TWEED HEADS,NSW
2486,TWEED HEADS SOUTH,NSW
2486,TWEED HEADS SOUTH DC,NSW
2485,TWEED HEADS WEST,NSW
2850,TWELVE MILE,NSW
2324,TWELVE MILE CREEK,NSW
2540,TWELVE MILE PEG,NSW
2795,TWENTY FORESTS,NSW
2410,TWIN RIVERS,NSW
4564,TWIN WATERS,QLD
4570,TWO MILE,QLD
2852,TWO MILE FLAT,NSW
6037,TWO ROCKS,WA
5501,TWO WELLS,SA
3658,TYAAK,VIC
3913,TYABB,VIC
2481,TYAGARAH,NSW
2484,TYALGUM,NSW
2484,TYALGUM CREEK,NSW
3533,TYENNA,VIC
7140,TYENNA,TAS
3844,TYERS,VIC
2484,TYGALGAH,NSW
3444,TYLDEN,VIC
3444,TYLDEN SOUTH,VIC
2460,TYNDALE,NSW
3813,TYNONG,VIC
3813,TYNONG NORTH,VIC
3586,TYNTYNDER,VIC
3586,TYNTYNDER SOUTH,VIC
4467,TYRCONNEL,QLD
3285,TYRENDARRA,VIC
3285,TYRENDARRA EAST,VIC
5671,TYRINGA,SA
2453,TYRINGHAM,NSW
3533,TYRRELL,VIC
3533,TYRRELL DOWNS,VIC
3550,TYSONS REEF,VIC
2329,UARBRY,NSW
4680,UBOBO,QLD
6462,UCARTY,WA
6460,UCARTY WEST,WA
5422,UCOLTA,SA
6220,UDUC,WA
4875,UGAR ISLAND,QLD
2484,UKI,NSW
2357,ULAMAMBRI,NSW
2850,ULAN,NSW
6436,ULARRING,WA
5607,ULEY,SA
5114,ULEYBURY,SA
2539,ULLADULLA,NSW
2850,ULLAMALLA,NSW
3364,ULLINA,VIC
3370,ULLINA,VIC
3318,ULLSWATER,VIC
2462,ULMARRA,NSW
4702,ULOGIE,QLD
2450,ULONG,NSW
2232,ULOOLA,NSW
5419,ULOOLOO,SA
3544,ULTIMA,VIC
3544,ULTIMA EAST,VIC
3586,ULTIMA EAST,VIC
2007,ULTIMO,NSW
3641,ULUPNA,VIC
872,ULURU,NT
7315,ULVERSTONE,TAS
5633,ULYERRA,SA
5670,ULYERRA,SA
4876,UMAGICO,QLD
822,UMBAKUMBA,NT
5732,UMBERATANA,SA
4352,UMBIRAM,QLD
2257,UMINA BEACH,NSW
872,UMPANGARA,NT
872,UMUWA,SA
2526,UNANDERRA,NSW
2526,UNANDERRA DC,NSW
5451,UNDALYA,SA
3629,UNDERA,VIC
2420,UNDERBANK,NSW
3509,UNDERBOOL,VIC
2206,UNDERCLIFFE,NSW
4380,UNDERCLIFFE,NSW
5032,UNDERDALE,SA
4119,UNDERWOOD,QLD
7268,UNDERWOOD,TAS
874,UNDOOLYA,NT
4285,UNDULLAH,QLD
2669,UNGARIE,NSW
5607,UNGARRA,SA
909,UNIVERSITY,NT
5005,UNIVERSITY OF ADELAIDE,SA
2617,UNIVERSITY OF CANBERRA,ACT
3010,UNIVERSITY OF MELBOURNE,VIC
2351,UNIVERSITY OF NEW ENGLAND,NSW
4072,UNIVERSITY OF QUEENSLAND,QLD
7005,UNIVERSITY OF TASMANIA,TAS
2522,UNIVERSITY OF WOLLONGONG,NSW
5061,UNLEY,SA
5061,UNLEY BC,SA
5061,UNLEY DC,SA
5061,UNLEY PARK,SA
5717,UNO,SA
1466,UNSW SYDNEY,NSW
2052,UNSW SYDNEY,NSW
2474,UNUMGAR,NSW
5434,UPALINNA,SA
3900,UPLANDS,VIC
3669,UPOTIPOTPON,VIC
3673,UPOTIPOTPON,VIC
2311,UPPER ALLYN,NSW
4883,UPPER BARRON,QLD
2404,UPPER BINGARA,NSW
7212,UPPER BLESSINGTON,TAS
2422,UPPER BOWMAN,NSW
4069,UPPER BROOKFIELD,QLD
7320,UPPER BURNIE,TAS
2483,UPPER BURRINGBAR,NSW
2849,UPPER BYLONG,NSW
4510,UPPER CABOOLTURE,QLD
6239,UPPER CAPEL,WA
7315,UPPER CASTRA,TAS
2420,UPPER CHICHESTER,NSW
2756,UPPER COLO,NSW
4209,UPPER COOMERA,QLD
2480,UPPER COOPERS CREEK,NSW
2482,UPPER COOPERS CREEK,NSW
4402,UPPER COOYAR CREEK,QLD
2460,UPPER COPMANHURST,NSW
2456,UPPER CORINDI,NSW
2484,UPPER CRYSTAL CREEK,NSW
4873,UPPER DAINTREE,QLD
4860,UPPER DARADGEE,QLD
2336,UPPER DARTBROOK,NSW
4454,UPPER DAWSON,QLD
2469,UPPER DUCK CREEK,NSW
2486,UPPER DUROBY,NSW
2474,UPPER EDEN CREEK,NSW
7214,UPPER ESK,TAS
3156,UPPER FERNTREE GULLY,VIC
2460,UPPER FINE FLOWER,NSW
4344,UPPER FLAGSTONE,QLD
4370,UPPER FREESTONE,QLD
4570,UPPER GLASTONBURY,QLD
2849,UPPER GROWEE,NSW
3691,UPPER GUNDOWRING,VIC
4809,UPPER HAUGHTON,QLD
5131,UPPER HERMITAGE,SA
2474,UPPER HORSESHOE CREEK,NSW
2347,UPPER HORTON,NSW
4570,UPPER KANDANGA,QLD
2577,UPPER KANGAROO RIVER,NSW
2577,UPPER KANGAROO VALLEY,NSW
2415,UPPER KARUAH RIVER,NSW
4055,UPPER KEDRON,QLD
2430,UPPER LANSDOWNE,NSW
4352,UPPER LOCKYER,QLD
3673,UPPER LURG,VIC
2775,UPPER MACDONALD,NSW
2482,UPPER MAIN ARM,NSW
2250,UPPER MANGROVE,NSW
